URL || System Output || ODP Ground Truth
http://ewhurstcc.hitscricket.com/home/default.aspx || Includes news , history , fixtures , results and photographs for the club based in essex . || Includes news , history , fixtures , results , averages and photographs for the club based in Surrey .
http://www.rlca.com.pk/ || Primarily concerned with the allegations of match fixing in the Pakistan . Has transcripts of the testimony given to the malik qayyum inquiry . || A non-profit cricket academy to develop young talents .
http://www.wclinc.com/ || A cricket league consisting of teams from Maryland , Washington and Virginia . Contains information about teams , standings , statistics and rules & regulations . || News , scores , schedules and information about cricket in the Washington , D.C. metro area .
http://www.angelfire.com/mi2/katvic/shock.html || Official site from csc with News , scores , schedule , information about players and coaches , statistics , tickets , merchandise . || News and statistics , message board .
http://lutherchips.com/ || Weekly student newspaper of Luther College in Decorah . || Weekly student newspaper of Luther College in Decorah .
http://www.muhlenbergweekly.com/ || Student weekly of point park university in pittsburgh . || Student newspaper of Muhlenberg College in Allentown .
http://www.philaurams.com/sports/wlax/index || Greyhounds . Includes schedule with results , roster and information on coaches . || Rams . Includes schedule with results , roster and information on coaches .
http://sports.yahoo.com/ncaaw/teams/tas/ || Schedule , scores , standings . || Schedule , scores , standings .
http://sylviaparker.net/ || Design based on the specific needs of the client and artist . Specialize in detail and color of online art , sculpture , and pottery . || Provides web design and maintenance , with expertise in CSS , Javascript and Flash .
http://www.matstat.com/teach/ || This research , and the materials , tools and demonstrations included in it , may be useful for the advanced placement statistics educational curriculum . || This site contains information about the Entity-Property-Relationship approach to the introductory statistics course by Donald Macnaughton .
http://www.zophar.net/ || Site contains up to the minute emulations news with links to the latest emulators and home pages . As well as information about the emulation scene . || An excellent site with recent emulation news , as well as emulator downloads and translations .
http://www.gospires.com/softball/default.asp || The official site of the spires with schedule , roster and statistics . || The official site of the Spires with schedule , roster and statistics .
http://www.brookhavencourier.com/ || Twice-weekly independent student newspaper of Brookhaven in huntsville . || Twice-monthly newspaper of Brookhaven College in Farmers Branch .
http://www.glasgowunilacrosse.com/ || Glasgow University . News items , player roster and biographies , pictures , game schedule , season preview and audio coverage for the women and men 's teams . || Information about mixed , men 's and women 's teams of club at the University of Glasgow . Includes news , training times , and photos .
http://www.txasa.org || Conducts tournaments , leagues , coaching schools , umpire clinics , sets eligibility standards and holds state meetings . || Conducts tournaments , leagues , coaching schools , umpire clinics , sets eligibility standards and holds state meetings .
http://www.muhlenberg.edu/sports/wlaxmain.html || Season preview , player roster , pictures , past results and highlights , related links and contacts . || Season preview , player roster , pictures , past results and highlights , related links and contacts .
http://www.topix.com/wnba/ || News , features , schedules , standings , scores , team information , player profiles , audio , video , merchandise , chats , tickets . || News links periodically updated from around the web .
http://www.claypotcreative.com/ || Offers web services in wordpress and mobile development , email marketing and consulting . Fort Collins , Colorado . || List of services including web development and hosting , internet marketing , graphic design , writing services , data analysis and modeling .
http://www.atlantacricket.org/ || Official website of the Atlanta Georgia Cricket Conference . Contains information about grounds , teams , schedule , standings , statistics and history . || Official site contains information about teams , news , schedule , standings , venues , and links . A member of United States Cricket Association .
http://newsnet.byu.edu/sports/ || Coverage from the Brigham Young University newspaper about ITB . || Coverage from the student BYU newspaper about BYU basketball .
http://www.angelfire.com/la3/shrevelacrosse/ || North texas high school lacrosse league . Information on team history , schedules and announcements . Program includes boys division i and ii and girls . Youth program and adults . || North Texas High School Lacrosse League . Information on team history , schedules and announcements . School is in Shreveport Louisiana .
http://www.munstersquash.com || Includes a calendar of events , championship and league results , Munster Squash details , membership forms and contact details . || Organisation for players in Munster , Ireland . Includes a list of area clubs , upcoming events , league details , and rules trivia .
http://www.idontpay.com/ || Lists of links to free samples , freeware , and web free stuff . Also lists contests and Internet AG . || Searchable directory of free stuff on the web .
http://www.broxbournesportsclub.com || Located in Broxbourne . Monthly league and tournament information , newsletter , activities and contact information . || Offers cricket , hockey , running , squash , tennis and recreational activities . The sports , social calendar , and contacts .
http://www.bloggingpro.com/archives/category/wordpress-themes/ || Free wordpress themes released under a BLOGGINGPRO and custom wordpress theme design . || Blogging news covering WordPress themes , with frequent updates .
http://www.thehillnews.com/ || Student-operated weekly of registrar in Hill News . || Student-operated weekly of St. Lawrence University in Canton .
http://www.uwmleader.com/ || Student bimonthly of the uwmleader at superior . || Student bimonthly of the University of Wisconsin at Milwaukee .
http://www.mbuspartans.com/sport/0/10.php || Track & Field - official site . News , schedule , results , recruiting information , roster , statistics , coaching staff . || Spartans - official site . Schedule , roster .
http://www.wfu.edu/campusrec/clubsports/teams.html#Lacrossewomens || Wake Forest - official site . Schedule , roster , news , coaching staff , statistics . || Demon Deacons . Practice schedule , pictures and news items .
http://front.math.ucdavis.edu/math.GT || Numerous links in the Geometric Topology . || Preprints in geometric topology in the Arxiv .
http://athletics.southmountaincc.edu/WomensTeams/Basketball/ || SMCC - official web site with news , schedule , roster , photos . || Lady Cougars - official web site with news , schedule , roster , photos .
http://www.daftmoo.org.uk/bbc/main.html || Open Nominet UK emulator for the bbc model b for chrome and Chuckie . || Focuses on educational software for the BBC Micro with downloads , reviews and instructions .
http://www.uvm.edu/~sportspr/mens_lacrosse/ || UVM . News articles , game schedule , past results , coaching staff , statistics , past season summaries and statistics . || Catamounts . Contact information , roster , game schedule , season outlook , coaching staff and recruiting questionnaire .
http://vmware0.tripod.com/index.htm || CSC announced plans to fully support the Windows , Netscape and linux operating systems running on top of VMWare 's virtual machine software as part of an extension of its partnership with the maker of virtual machine software for CSC Corporate Domains , Inc . || Offers a package that enables Network , CD ROM , and Sound in a Windows For Workgroups 3.11 Virtual Machine . Also provides tipps for setting up Windows for Workgroups 3.11 inside VMware .
http://www.blackheathsquash.fsnet.co.uk || Information on facilities , leagues , teams and membership . Located in Oxford , Nominet UK , uk . || Information on leagues , tournaments , teams and club tours . Located in London , England .
http://www.baseballsoftballuk.com/ || Official site includes news , competition results , the history of the sport in london , and information about the Internet AG team . || Official site provides news and information about the national team , junior and youth leagues . Online shop .
http://www.mcgilltribune.com/ || Biweekly administration newspaper of mcgill university in Montreal . || Weekly published by the Students ' Society of McGill University in Montreal .
http://music.dsi.unifi.it/pli01/ || Gore in logic workshop . Co-located with ilp 2001 . Strasbourg , italy ; 8 -- 9 september 2001 . || Principles , Logics , and Implementations of high-level programming languages . Including ICFP and PPDP . Firenze , Italy ; 2 -- 8 September 2001 .
http://www2.raritanval.edu/studentactivities/Record/ || Twice-monthly student newspaper of Raritan Valley Community College in New Brunswick . || Student monthly of Raritan Valley Community College in North Branch .
http://www.geom.uiuc.edu/~demo5337/s97b/ || A description of the golden rectangle with formulas and drawings . || Project with art references and object construction lessons .
http://www.jccc.net/home/depts/5207/site/WTrackHome || Cavalier women 's official site . Team information , coaching staff , roster , and schedule . || Cavalier women 's official site . Team information , coaching staff , roster , and schedule .
http://www.hollywoodlax.com/ || The club was founded by a group of parents and volunteers who want to see the sport of lacrosse available to all children in the HOLLYWOODLACROSSE , smith . Profile , information , and links . || Member of the California Lacrosse Association . Featuring current roster , updated club information , and links .
http://www.softballshow.com || Online schedules , scores and standings for intramural softball , baseball and soccer leagues . || An Internet only , all softball , radio show from Baltimore , Maryland .
http://tools.ietf.org/html/rfc419 || Conversion of ngp-0 coordinates to device specific coordinates . J. hansen . October 1972 . || To : Network Liaisons and Station Agents . A. Vezza . December 1972 .
http://www.theconcordian.com/ || Independent student newspaper of mcgill university , Montreal . || Independent student weekly of Concordia University , Montreal .
http://www.cricket.mb.ca/ || Online news journal and information on cricket in Canadian . || Organisation 's executive committee , schedules , standings , and other information .
http://kingsclere.play-cricket.com/ || Includes , news , fixtures , results , averages , league tables , contact details and photographs for the Kingsclere based club . || Includes club news , fixtures and team lineups .
http://www.chelmsfordcc.co.uk/ || Includes news , history , fixtures , results , averages , league tables and photographs for the club based in Chelmsford . || Includes news , history , contact details , averages and statistics for the club based in Chelmer Park , Essex .
http://sourceforge.net/projects/openc64/ || An open source emulator specializing in raster effects for amigaos , beos , macos , riscos , SourceForge , and Windows . || An open source emulator for Windows using the . NET Framework .
http://www.guide-to-squash.org/ || Editor-written reviews of instructional squash resources on the web . || A personal squash lesson with Liz Irving on the web with video clips explaining shots .
http://www-stat.ucdavis.edu/ ||  || Division of Statistics
http://www.mysticfractal.com || A free explorer of mysticfractal function system fractals for gnu/linux and windows . Includes gallery and formula information . || Software to excite the imagination and help create intriguing two and three-dimensional images . Includes news , software , FAQs , gallery and contact .
http://www.stentorian.com/antispam/index.html || Helps identify the true source of emails , to help identify and report antispam . Analyzes e-mail headers and provides the ip address of the machine that sent the e-mail . || Steps for tracking spammers and getting their accounts revoked .
http://www.goldenstateofmind.com/ || News links about the team updated from many sources around the net . || News , rumors , humor , history .
http://www.tiffin.edu/athletics/men/track/ || Official site of the dragons with schedule , roster and statistics . || Official site of the Dragons with schedule , roster and statistics .
http://www.registernames.com/ || Hosting company which also offers domain name registration services for LLC and generic top level domains . || Domain name registration services .
http://macintroid.tripod.com || Open lycos , csc , macintroid , plus , se , and CSC Corporate Domains , Inc for linux and dns . || Covers freeware and open source emulators and applications , as well as information pertaining to their use .
http://www.news.cornell.edu/Chronicle/Chronicle.shtml || Official undergraduate newspaper of the school 's yeshiva college and ithaca school of business in manhattan . || Weekly newspaper published by the Cornell University News Service .
http://www.stocksfieldcricketclub.co.uk/ || Results , fixtures , tables and statistics . || Includes news , history , fixtures , results and averages for the club based in Northumberland .
http://www.walsallcricketclub.com || Includes news , fixtures , results and contact details for the club based in staffordshire . || Includes history , news , fixtures , results of the club playing in Birmingham and District Premier League .
http://www.robbastiaansen.nl/vmware/vmwareintro.html || Hosting Concepts B.V announced plans to fully support the windows , openprovider and Linux operating systems running on top of vmware 's virtual machine software as part of an extension of its partnership with the maker of virtual machine software for Hosting Concepts . || The Trainer and Consultant and author of the book `` Rob 's guide to using VMware '' describes the book and provides tips and tricks for working with VMware .
http://tools.ietf.org/html/rfc1878 || RFC 1878 for the RFC , a. conta , s. deering . December 1995 . || Variable Length Subnet Table For IPv4 . T. Pummill , B. Manning . December 1995 .
http://www.thebottomlineonline.org/ || Weekly newspaper of the FSU in Us . || Independent Frostburg State University newspaper . Includes archives , articles , and contact information .
http://www.angelfire.com/ny4/whosonfirst/index.html || Online schedules , scores and standings for intramural softball , baseball and soccer leagues . || Everything you Need to Know About Softball including skills and drills and history .
http://wmpeople.wm.edu/site/page/lacrossem || College of William and Mary . Includes schedule with results , roster , statistics , history , news and information on coaches and home fields . || Tribe . Game schedule and results , player roster , news items and history of the team .
http://www.dm.unibo.it/ || Department of mathematics and computer science . || Department of Mathematics .
http://www.serenityvirtual.com/ || A uniregistrar of an x86 pc with fully virtual peripherals , licensed under the HOSTINGNET . Describes the implementation and shows some screenshots as well as online-versions of the emulator running freedos and gnu/linux . || Allows to run `` virtual personal computers '' on a PC . Describes the product , availability and provides online-support .
http://www.nafafastpitch.com || A youth sports organization concentrating on girls fastpitch softball tournaments . National fastpitch tournaments are held in Nevada . || NAFA promotes and fosters men 's and boy 's fastpitch softball .
http://tcuandsa.homestead.com/Home.html || Information , news , umpiring and events . || Information , news , umpiring and events .
http://damato.light-speed.de/dessolver/ || Software for high-performance computers available in source form for problems in numerical linear algebra , specifically dense , sparse direct and iterative systems and sparse iterative eigenvalue problems . || A Java-Applet/Application for solving ODE systems .
http://sports.excite.com/wcbk/teams/142/index.html || Contains statistics , news , schedule and results , as well as club records and a prospect report . || Features scores , statistics , news headlines , photograph galleries and roster .
http://www.foxsports.com.au/cricket/ || Feature stories , news , photographs , and special reports from the FOX SPORTS . || Australian and international headline news , video , blogs , results , photographs , and feature reports .
http://www.europeansquash.com/ || Competitive squash for men and women over 30 . All rankings catered for . Includes rules , historical results , cost , membership details , news , and calendar . || Continental federation featuring championships for adults and juniors . Includes calendar , results , coaching conference information , and links .
http://www.freecenter.com/forums.html || Directory which lists free and commercial message Board Providers . || Ranking and reviews of free forum providers .
http://www.iac.rm.cnr.it/~marco/html || Cnr - computability theory , logic in computer science , history of logic . || Institute for Applied Calculus , Rome - Theoretical computer science , linear logic , geometry of interaction , optimal reductions .
http://www.chrislam.co.uk/ || An open source 130xl , a , registrant , 800 , 800xl , and 5200 emulator for unix and windows . || Shareware Atari 400/800/800XL / 130XE/5200 emulator for MacOS and Win32 .
http://www.ab-cc.co.uk/ || Includes news , fixtures , results and location for the Derbyshire based club . || Includes news , fixtures , results and statistics for the Derbyshire based club .
http://www.fsl.lu/ || Includes news items , details of the casa tournament , player rankings , a calendar of upcoming events , and player profiles . || List of clubs , details on the national federation and committee , calendar and championship results .
http://www.fairoaksquash.hampshire.org.uk/ || Offers facilities for players of all ages and abilities , with coaching and league details . Located in Oxford , england . || Offers membership details and form , league information , officer listing , and game schedules . Located in Eastleigh , Hampshire , England .
http://www.cclax.org/ || Cclax . News items , player roster and biographies , pictures , game schedule , season preview and audio coverage for the women and men 's teams . || News items , current standings , teams listing , goals and assistance statistics , tournament details and game schedules .
http://www.michigansquash.org/ || Includes news items , details of the casa tournament , player rankings , a calendar of upcoming events , and player profiles . || Offers league and tournament calendar and information , including clubs , and team rosters .
http://sourceforge.net/projects/st20emu/ || A freeware creativision , ST20 , and slashdotmedia emulator for linux/sdl . || A freeware ST20 emulator for DOS .
http://www.bscb.cornell.edu/ ||  || A department of seven full-time faculty with expertise in the mathematical sciences applied to biology , including statistics , probability , biomathematics , and computing .
http://www.bostonsquash.co.uk || Information on facilities , leagues , teams and membership . Located in Oxford , Boston , England . || Leagues , tournaments and membership information . Located in Boston , Lincolnshire , England .
http://www.usfastpitch.com || Girls fastpitch organization from United States . 2007 16u national champions and 12u state champions . || Dedicated to the girls youth fastpitch teams in the nation . USFA is strictly fastpitch run by fastpitch people .
http://www.talcon.com/ || Offers design , database , and consulting services . || Provides hosting , domain name registration , e-commerce opportunities , design , and consulting services .
http://tools.ietf.org/html/rfc2553 || Basic Socket Interface Extensions for ipv6 . R. gilligan , s. thomson , j bound , j. mccann , w. stevens . February 2003 . || Basic Socket Interface Extensions for IPv6 . R. Gilligan , S. Thomson , J. Bound , W. Stevens . March 1999 .
http://www.ecupirates.com/sports/w-track/ecu-w-track-body.html || Official site of the miners with roster , schedule , and news . || Pirates official site . Scores , statistics , roster , and news items .
http://www.apu.edu/athletics/trackandfield/ || Water Polo site . News , roster , schedule , results , coaching staff , school records , history , honors , and links . || Cougars official site . News , schedule , results and roster .
http://www.arasa.org/ || Arkansas Amateur Softball Association . Information on softball tournaments , teams , umpires , and players . || Arkansas ASA . Information on softball tournaments , teams , umpires , and players .
http://lewdowncc.hitssports.com || Includes news , history , fixtures , photographs and contacts for the club based in Devon . || Includes news , history , fixtures , photographs and contacts for the club based in Devon .
http://www.cs.elte.hu/opres/index2.html ||  || Operations Research Department .
http://www.reigatesquash.co.uk || Information on membership , tournaments , leagues and social activities . Located in Oxford . || Members-only club which runs six teams in the local leagues and has an active social calendar in Surrey , England .
http://www.chicagometroasa.com/ || Chicago Metro ASA . Information on softball tournaments , teams , umpires , and players . || Chicago ASA . Information on softball tournaments , teams , umpires , and players .
http://www.hanleyinnovations.com/sgstandard.html || The continuation and bifurcation software for ordinary differential equations . Topics include Aerodynamics , documentation , and download . || Enter first and second order non-linear ordinary differential in analytical form . The program will generate a numerical solution to the equations and graph multiple curves on a single graph . Can also be used for algebra and calculus formulas . Includes illustrations and free demo .
http://www.walkerwebs.net/ || Web design and web site promotion . || Website design , maintenance , and promotion .
http://www.stacsdownunder.com.au/ || Professional squash coaching in Australia and stacsdownunder.com , Hertfordshire , England . Beginner and intermediates taught shots , movement , tactics and rules . || Offers squash training and holiday camps for local and international visitors . Find details of costs , facilities and a locality map . Located in Rosebud , Victoria , Australia .
http://www.freewebs.com/ashbournesquashclub/ || Information on leagues , coaching , juniors and membership . Located in US , ASHBOURNE , england . || Provides league details , fixtures , membership information , and rules . Located in Derbyshire , England .
http://www.bluffton.edu/sports/trackandfield/index.html || Raven men 's official site . Roster , coaching staff , schedule , results , news , school records , and links . || Beavers official site . News , schedule , results , roster , season bests , coaching staff , school records , pictures , past season information , and links .
http://www.angelfire.com/tx5/macavak/ || North texas high school lacrosse league . Information on team history , schedules and announcements . School is in McNeil . || Central Texas High School Lacrosse League . Information on team history , schedules and announcements .
http://www.twistsoftball.com/ || Twist Softball fastpitch softball travel teams . Fielding teams at 14 and under , 16 and under and 18 and under age groups . Includes information on sponsors , tournament and tryouts . || News , schedule , calendar , teams , and tournaments . Located in Washington .
http://www.yalebulldogs.com/sports/w-baskbl/index || Schedule , scores , standings . || Bulldogs - official web site with news , schedule , roster , statistics , photos .
http://athletics.trincoll.edu/sports/sball/index || Contains articles , recruiting forms , bryan.adams , individual records , and statistics . || Bantams . Contains pictures , articles , current and past season statistics , a player roster , and scores .
http://www.socal-asa.com || Conducts tournaments , leagues , coaching schools , umpire clinics , sets eligibility standards and holds state meetings . || Conducts tournaments , leagues , coaching schools , umpire clinics , sets eligibility standards and holds state meetings .
http://www.bryantbulldogs.com/sports/mlax/index || Bulldogs . News articles , player roster , introduction to the coaching staff , player highlights and past results . || Bulldogs . Pictures , coaching staff , roster , recruiting information , games listing and scores .
http://sports.excite.com/wcbk/teams/86/index.html || Contains statistics , news , schedule and results , as well as club records and a prospect report . || Features scores , statistics , news headlines , photograph galleries and roster .
http://petpages.neopets.com/~Tenshinoyume || Offers pets life story , statistics , art trades , fan art , awards , and links . || Page offers a wish list , status , awards , diary , FAQ and links .
http://freespace.virgin.net/james.groom/homepage.htm || A site full of downloadable games for the Oric and the Oric manual for use with the Oric emulator . || Various pages for the Oric Micro , including a collection of hints , tips , cheats , maps and solutions for Oric games . Also a guide to the Sega Master System game , Miracle Warriors .
http://www.stanfordreview.org/ || Independent newspaper of Stanford . || Independent student-run conservative newspaper at Stanford University .
http://www.math.fau.edu/locke/ || Modular decomposition , graph theory and algorithms . || Graph theory and algorithms .
http://www.geneva.edu/page/wtf || Golden tornado women 's official site . Schedule , coaching staff , roster , and news . || Golden Tornado women 's official site . Schedule , coaching staff , roster , and news .
http://www.eteamz.com/socalrebels/ || An 18U gold asa traveling team from Corona . Includes practices , roster , statistics , photos , and tournament information . || Travel team based in Corona . Includes news , schedule , practice locations , and roster .
http://www.wesleyan.edu/athletics/wbasketball/ || White mules - official web site with news , schedule , roster , statistics . || Cardinals - official web site with news , schedule , roster , statistics .
http://www.pacepress.org/ || Official undergraduate newspaper of the school 's yeshiva college and Pace Press school of business in manhattan . || Undergraduate weekly of Pace University 's downtown campus in New York City .
http://www.bates.edu/whoops.xml || White mules - official web site with news , schedule , roster , statistics . || Bobcats - official web site with news , schedule , roster , statistics .
http://www.hamptonsquash.org.uk || A member of the usra and sponsors sanctioned tournaments around the state . Provides announcements , board members and meetings , club listings , and rankings . || News , team updates , and information about the West Midlands UK club .
http://www.mbuspartans.com/sport/0/22.php || May - official site . News , roster , schedule , results . || Spartans - official site . Schedule , roster .
http://home.iprimus.com.au/aeda/ || The official site of the team from the act . Includes player and team statistics plus previous games results . || Profile of the MUPPS team . Plays 6-a-side cricket at Box Hill ICC .
http://sourceforge.net/projects/caprice32/ || An open source cpc464 , cpc664 , cpc6128 , CPC , and kc compact emulator for linux , unix , and windows . || An open source CPC emulator for Linux and Windows .
http://www.hypersite.net/ || Provides web design , e-commerce solutions , flash , database , and interactive site design and development . || Provides web design , 3D graphics , Shockwave and Flash design , hosting , and marketing services .
http://www.sparsholtcc.hampshire.org.uk/ || Includes County Council , information and statistics for the club based in hampshire . || Includes news , information and statistics for the club based in Hampshire .
http://www.geocities.jp/squashpig/ || Online squash league for some localities in AfriNIC , APNIC , and jp . Includes results and forums . || Describes the basic tactics of the sport including scoring , offense and defense and articles and tips .
http://www.chapel-a.co.uk || Offers facilities for players of all ages and abilities , with coaching and league details . Located in Leeds , england . || League , coaching and team news . Located in Leeds , England .
http://northamptonexiles.play-cricket.com/ || Includes news , history , fixtures , results and contact details for the club based in Wales . || Information , fixtures , teams and score board . Based in Winchmore Hill .
http://www.asasoftball.com/utah || Colorado . Information on softball tournaments , teams , umpires , and players . || Information on softball tournaments , teams , umpires , and players .
http://www.muhlenberg.edu/sports/mlaxmain.html || Club history , recruiting details , coaching staff , related links and contact details . || Club history , recruiting details , coaching staff , related links and contact details .
http://www.abbeydalepark.co.uk || A squash tennis and Club in lee-on-the-solent , hampshire , england . || Offers information about squash and fitness club facilities in Sheffield .
http://www.csupueblotoday.com/ || Daily student newspaper of colorado state university in Fort Collins . || Newspaper of Colorado State University - Pueblo .
http://www.easttennessean.com/ || Online version of the clientTransferProhibited . || The online edition of the student newspaper of East Tennessee State University .
http://statlab.uni-heidelberg.de/ ||  || Statistical Laboratory .
http://dip.sun.ac.za/~weideman/research/differ.html || Functions for the em estimation of mixtures and Hidden Markov Models . || Provides functions for solving differential equations by the spectral collocation method .
http://technicianonline.com/ || Twice-weekly student newspaper of appalachian state university in Raleigh . || Student daily of North Carolina State University in Raleigh .
http://www.hop.com/ || Free math software based on HOP 's early 80s munchers games , with all new graphics , intuitive keyboard-controlled play , elementary and more advanced versions offered for both pc and mac . || Featuring Hooked On Math software program .
http://gt.ialax.com/ || Game schedule , player roster and statistics , season preview , past results and news articles . || Game schedule , player roster , statistics , related links , alumni information , current events and officer listing .
http://www.joanofquark.com/ || Firm that provides web design and digital services . || Specializes in web design , graphics and marketing . Includes gallery .
http://www.math.sunysb.edu/~sorin/Erice-2001/ || The ECC Build of the arts , mathematics and architecture . Albany new york ; 24 -- 28 june 2000 . || Exterior Algebra Methods and Other New Directions . Erice , Sicily , Italy ; 9 -- 15 September 2001 .
http://www.spyepark.co.uk/ || Includes news , fixtures and results for the club based in Wiltshire . || Includes news , fixtures , scorecards , history , hall of fame and photographs of the club based in Wiltshire .
http://www.thenews.org/ || Independent student weekly of the State . || Student weekly of Murray State University .
http://www.wrexhambrymbosquash.co.uk || Information on teams , juniors and history . Located in Wrexham . || Information on teams , juniors and history of the club . Located in Wrexham , Wales .
http://www.ncalcricket.org/ || Official site contains information about teams , news , schedule , standings , venues , and links . A member of NCCA cricket association . || Standings and results , list of teams . Several leagues .
http://www.goairforcefalcons.com/sports/c-track/afa-c-track-body.html || Aztec women s official site . News , roster , coaching staff , schedule , results , season bests , school records , and past season information . || Falcon official site . News , rosters , schedule , coaching staff , and past season information .
http://www.taplowcricketclub.co.uk/ || Includes news , fixtures , results , history and photographs for the Buckinghamshire based club . || Includes news , fixtures , results , statistics , photographs and player profiles for the Buckinghamshire based club .
http://emu51.sourceforge.net/ || An open source uknc emulator for linux , emu51 , and windows . || An open source 8051 emulator for Linux and Windows .
http://www.worldclasslacrosse.com/ || Girls winter and World Class Lacrosse and field hockey camps for 3 and up with locations in Southington , az - Florida , fl . 2003 will include orlando , fl - houston tx - cleveland , oh - long island , ny - santa barbara , ca - and seattle , wa . || Located in Southington , Connecticut with spring training in Florida , international competition in Australia , winter indoor lacrosse and tournaments for youth and college-aged players .
http://www.merrimackathletics.com/sports/mlax/index || 15 . Includes schedule , results , roster , statistics , news and information on coaches . || Warriors . Includes schedule , results , roster and information on coaches .
http://www.advertisingdesign.com/ || Web and branding , site optimization and marketing , hosting , domain registration , ecommerce , and all other internet related services . Based in cape town , south africa . || Professional web site design and development , marketing programs and advertising . Located in Billings , Montana .
http://www.elsevier.com/wps/find/journaldescription.cws_home/622865/description || Includes original research papers that contain results on complexity . Full text to subscribers . || Includes original research papers that contain results on complexity . Full text to subscribers .
http://www.evergreensquash.com || Information on membership , tournaments , leagues and social activities . Located in North Vancouver . || Located in West Vancouver , BC , Canada . Information on membership , facilities , tournaments and the history of the club .
http://members.iinet.net.au/~tom-hunter/ || A freeware creativision , 203 , and 203:59 emulator for linux/sdl . || A CDC Cyber 6x00 , 7x or 17x type mainframe emulator for Windows or Unix .
http://www.svgalib.org/rus/z81.html || A freeware zx80/81 emulator for dos and windows . || Open source ZX80/81 emulator for Linux .
http://iconmatrix.com/rebels/14ucontact.html || Promoters of rebels in US . || Directory of 14U teams in Southern California .
http://www.dailytargum.com/ || Twice-monthly student newspaper of Rutgers in New Brunswick . || Official daily student newspaper .
http://www.oxfordstudent.com/ || Newspaper published by the university of bath students union . || Weekly published by the Oxford University Students Union .
http://www.aggieathletics.com/sports/w-softbl/tam-w-softbl-body.html || Official site with roster , schedule , statistics and news for lady bear softball . || Official site with roster , schedule , statistics and news for Aggie softball .
http://www.armorytrack.com || LLC results from the New York area , sponsored by the 168th st. armory . || Cross Country and Track and Field results from the metropolitan New York area , sponsored by the 168th St. Armory .
http://www.trowbridgesquash.co.uk || Information on leagues , team squash , juniors and membership details . Located in Trowbridge , England . || Team , tournament and membership information . Located in Trowbridge , Wiltshire , England .
http://www.ohiobobcats.com/sports/w-lacros/ohio-w-lacros-body.html || Season preview , pictures , News , statistics , player roster , game schedule and past results . || Bobcats . News articles , pictures , roster , game schedule , statistics and past results .
http://iuhoosiers.cstv.com/sports/w-track/ind-w-track-body.html || Cross Country women 's outdoor official site . News , schedule , roster , coaching staff , all-americans , school records , facilities , and past season information . || Hoosier women 's official site . News , schedule , results , season bests , roster , pictures , coaching staff , history , school records , facilities , and past season information .
http://www.mxlab.be || Managed spam blocker and filtering service for small businesses . Blocks spam and viruses through mx redirection . A eu is offered . || A Belgium based company that blocks virus threats and unwanted emails through MX redirection . Also provides archiving and backup services .
http://www.ferringcricket.co.uk/index.html || Includes news , fixtures , results , history and photographs of the Sussex based club . || Includes news , fixtures , results , history and photographs of the Sussex based club .
http://www.build-a.com/ts/aylesbury || Located in Aylesbury . Monthly league and tournament information , newsletter , activities and contact information . || Located in Buckinghamshire , UK . Information about the local tennis and squash club with prices , pictures , membership information , and events .
http://www.bannister.org/software/teo.htm || A port of mo5 for macos . || A port of TEO , a Thomson TO8 emulator , for MacOS .
http://www.mvplaxcamps.com/ || Girls winter and MVP Lacrosse Camp and field hockey camps for MVP Lacrosse Camps and up with locations in MVP , az - Towson , fl . 2003 will include orlando , fl - houston tx - cleveland , oh - long island , ny - santa barbara , ca - and seattle , wa . || Oversees the Lone Star Lacrosse Camp in Austin , TX ; West Coast Lacrosse Camp in northern CA ; and the Washington and Lee boys and girls lacrosse camps in Lexington , VA. .
http://www.clericalplus.com/ || Offers site design , graphics , hosting , domain name registration and shopping carts . Located in New Jersey , Jersey . || Offers design , hosting assistance , domain registration , and maintenance services . Based in Central New Jersey .
http://williams.prestosports.com/sports/wtrack/index || EPH news , schedule , results , coaching staff , roster , school records , All-Americans , pictures and links . || News , schedule , coaching staff , roster , school records , All-Americans , pictures and links for the Ephs .
http://www.aacsports.com/sport/5/7.php || Official site of the cavaliers with a picture of the team , player roster , statistics , scores , game schedule , and a season preview . || Official site with conference statistics , tournament details , scores , game schedules , and player awards .
http://www.web-erectors.com/ || Full service web design including graphics , search engine optimization , Domain name registration , web site hosting , images and graphics . || Turn key web site design , high-speed hosting and on-site training .
http://www.duke.edu/web/cricket/ || Official site of the Duke University cricket Club . Includes information about the constitution , committee , members , score cards , practice sessions and links . || News items , schedule of upcoming events , introduction to the sport and related links . North Carolina .
http://www.michca.org/ || Official site contains information about teams , news , schedule , standings , venues , and links . A member of michigan cricket association . || Official site contains information about committee , seasons , teams , youth camp , grounds and archives .
http://sourceforge.net/projects/maxuae/ || Some unofficial patches for UAE . || An unofficial port of UAE to MacOS X.
http://www.case.edu/athletics/varsity/sports_women/wotrack/index.htm || Spartan women 's outdoor official site . Roster , schedule , results , and coaching staff . || Spartan women 's outdoor official site . Roster , schedule , results , and coaching staff .
http://www.bapchildcc.co.uk/ || Includes news , history , fixtures , results and photographs for the club based in Kent . || Includes news , fixtures , results and photographs for the Kent based club .
http://www.webguysonline.com/ || Provides web consulting , design , hosting and application service provider services . || Offers Internet services , web design , programming , hosting and web marketing services .
